Customer_ID,Age,Gender,Location,Browsing_History,Purchase_History,Customer_Segment,Avg_Order_Value,Holiday,Season,Unnamed: 10,income
C4944,23,Female,Chennai,['Home Decor'],['Curtains'],New Visitor,1375.48,No,Summer,,40964
C4945,35,Female,Chennai,"['Fitness', 'Fashion']","['Dumbbells', 'Shoes']",Occasional Shopper,2159.8,Yes,Summer,,80295
C4946,38,Female,Chennai,"['Electronics', 'Home Decor']","['Laptop', 'Cushions']",New Visitor,1615.81,Yes,Summer,,73569
C4947,48,Other,Chennai,['Beauty'],['Moisturizer'],Occasional Shopper,2824.65,Yes,Autumn,,65242
C4948,42,Other,Delhi,"['Fashion', 'Home Decor']","['Shoes', 'Curtains']",Occasional Shopper,4399.87,No,Spring,,78248
C4949,31,Female,Bangalore,['Electronics'],['Smartwatch'],New Visitor,3361.03,No,Winter,,61277
C4950,46,Male,Mumbai,"['Books', 'Fitness', 'Beauty']","['Biography', 'Dumbbells', 'Lipstick']",Frequent Buyer,2053.72,Yes,Summer,,63172
C4951,34,Other,Mumbai,"['Fitness', 'Books']","['Treadmill', 'Fiction']",New Visitor,597.09,Yes,Summer,,54823
C4952,35,Other,Bangalore,"['Fitness', 'Home Decor']","['Treadmill', 'Cushions']",New Visitor,1090.19,No,Autumn,,86654
C4953,26,Female,Mumbai,"['Fitness', 'Electronics']","['Resistance Bands', 'Smartphone']",New Visitor,4345.88,Yes,Summer,,59917
C4954,46,Other,Kolkata,['Books'],['Comics'],Occasional Shopper,1619.01,Yes,Winter,,51846
C4955,24,Male,Kolkata,"['Home Decor', 'Beauty']","['Wall Art', 'Foundation']",New Visitor,2639.72,No,Winter,,44047
C4956,41,Other,Delhi,"['Electronics', 'Fitness', 'Fashion']","['Headphones', 'Yoga Mat', 'Shoes']",Frequent Buyer,1133.96,No,Autumn,,64576
C4957,46,Female,Chennai,"['Beauty', 'Books', 'Fashion']","['Foundation', 'Biography', 'T-shirt']",Occasional Shopper,4411.89,No,Winter,,66195
C4958,32,Other,Kolkata,"['Fashion', 'Fitness', 'Books']","['Jeans', 'Resistance Bands', 'Fiction']",Frequent Buyer,1178.5,Yes,Summer,,76090
C4959,39,Female,Mumbai,"['Home Decor', 'Fashion', 'Electronics']","['Cushions', 'Jeans', 'Smartphone']",Occasional Shopper,3243.69,No,Summer,,78329
C4960,47,Male,Delhi,['Home Decor'],['Curtains'],Frequent Buyer,1524.71,Yes,Spring,,49946
C4961,18,Other,Kolkata,"['Books', 'Beauty']","['Non-fiction', 'Moisturizer']",Occasional Shopper,1073.65,No,Spring,,29454
C4962,22,Male,Mumbai,"['Fashion', 'Books']","['T-shirt', 'Comics']",New Visitor,4331.39,Yes,Spring,,53972
C4963,18,Female,Bangalore,['Electronics'],['Headphones'],Occasional Shopper,980.5,No,Spring,,25385
C4964,25,Female,Chennai,['Fitness'],['Treadmill'],Frequent Buyer,2084.12,Yes,Winter,,42646
C4965,59,Female,Chennai,['Beauty'],['Lipstick'],Frequent Buyer,1777.04,Yes,Autumn,,38002
C4966,37,Male,Chennai,"['Fitness', 'Beauty', 'Home Decor']","['Treadmill', 'Lipstick', 'Curtains']",Occasional Shopper,629.31,No,Winter,,66072
C4967,59,Female,Delhi,['Fashion'],['Shoes'],New Visitor,1958.08,Yes,Autumn,,26213
C4968,21,Other,Bangalore,"['Fitness', 'Books', 'Home Decor']","['Treadmill', 'Comics', 'Curtains']",Occasional Shopper,1394.38,Yes,Summer,,31875
C4969,59,Female,Kolkata,"['Electronics', 'Fitness']","['Smartphone', 'Treadmill']",Occasional Shopper,4878.49,No,Winter,,54121
C4970,30,Male,Delhi,"['Fitness', 'Beauty', 'Electronics']","['Treadmill', 'Lipstick', 'Headphones']",New Visitor,3623.22,Yes,Spring,,72258
C4971,36,Female,Mumbai,['Beauty'],['Foundation'],Occasional Shopper,1814.21,No,Summer,,57584
C4972,34,Female,Bangalore,"['Home Decor', 'Beauty', 'Fashion']","['Curtains', 'Moisturizer', 'Jacket']",Occasional Shopper,3099.61,No,Autumn,,79097
C4973,23,Other,Mumbai,['Fitness'],['Yoga Mat'],Frequent Buyer,2943.13,Yes,Winter,,49790
C4974,23,Male,Chennai,['Home Decor'],['Curtains'],Frequent Buyer,1610.91,Yes,Spring,,46861
C4975,44,Other,Delhi,"['Home Decor', 'Beauty']","['Cushions', 'Moisturizer']",Frequent Buyer,1213.9,Yes,Autumn,,67227
C4976,27,Male,Kolkata,['Beauty'],['Moisturizer'],Frequent Buyer,4336.47,No,Winter,,59696
C4977,50,Other,Mumbai,"['Home Decor', 'Fashion', 'Books']","['Wall Art', 'T-shirt', 'Comics']",Occasional Shopper,4646.35,Yes,Winter,,83126
C4978,33,Male,Kolkata,"['Books', 'Home Decor']","['Comics', 'Curtains']",Occasional Shopper,3636.49,No,Winter,,84302
C4979,45,Other,Kolkata,"['Electronics', 'Fashion']","['Headphones', 'Shoes']",New Visitor,2182.59,Yes,Summer,,58922
C4980,21,Male,Bangalore,['Home Decor'],['Cushions'],New Visitor,3920.05,Yes,Autumn,,35563
C4981,24,Other,Delhi,['Beauty'],['Perfume'],Occasional Shopper,3477.98,No,Spring,,64085
C4982,22,Female,Chennai,"['Home Decor', 'Beauty', 'Fashion']","['Lamp', 'Foundation', 'T-shirt']",Frequent Buyer,3783.7,No,Autumn,,76083
C4983,41,Female,Chennai,['Electronics'],['Laptop'],Frequent Buyer,1157.68,Yes,Winter,,54551
C4984,56,Other,Mumbai,"['Fitness', 'Beauty']","['Yoga Mat', 'Perfume']",Occasional Shopper,1186.83,Yes,Summer,,36972
C4985,38,Male,Chennai,['Electronics'],['Smartwatch'],New Visitor,4900.89,No,Spring,,58112
C4986,50,Female,Bangalore,"['Fashion', 'Fitness']","['T-shirt', 'Resistance Bands']",Frequent Buyer,2613.05,No,Spring,,64607
C4987,44,Female,Delhi,"['Fashion', 'Electronics', 'Beauty']","['Jacket', 'Smartwatch', 'Lipstick']",Occasional Shopper,4859.41,No,Summer,,76704
C4988,52,Other,Chennai,"['Beauty', 'Fitness', 'Fashion']","['Moisturizer', 'Dumbbells', 'Jacket']",New Visitor,4218.44,Yes,Spring,,84522
C4989,52,Female,Delhi,"['Fitness', 'Beauty', 'Fashion']","['Dumbbells', 'Moisturizer', 'Jacket']",Occasional Shopper,2323.62,Yes,Winter,,50857
C4990,42,Female,Delhi,"['Beauty', 'Fitness']","['Perfume', 'Resistance Bands']",Occasional Shopper,2723.56,No,Winter,,54725
C4991,29,Male,Kolkata,"['Beauty', 'Fashion', 'Electronics']","['Perfume', 'T-shirt', 'Headphones']",Frequent Buyer,3157.1,Yes,Spring,,48245
C4992,47,Other,Chennai,"['Fitness', 'Fashion']","['Treadmill', 'Shoes']",Frequent Buyer,2230.68,Yes,Winter,,41589
C4993,57,Male,Bangalore,['Electronics'],['Laptop'],Occasional Shopper,2415.85,Yes,Spring,,43299
C4994,58,Female,Delhi,"['Electronics', 'Home Decor']","['Headphones', 'Curtains']",New Visitor,3578.81,No,Spring,,28946
C4995,55,Female,Bangalore,"['Electronics', 'Home Decor']","['Laptop', 'Cushions']",Frequent Buyer,3182.16,Yes,Spring,,59865
C4996,18,Female,Delhi,['Electronics'],['Smartwatch'],Occasional Shopper,1773.51,Yes,Winter,,16758
C4997,31,Female,Chennai,"['Home Decor', 'Electronics']","['Wall Art', 'Smartwatch']",Occasional Shopper,3896.78,No,Summer,,74732
C4998,46,Other,Bangalore,"['Beauty', 'Books']","['Foundation', 'Comics']",Frequent Buyer,2828.87,No,Autumn,,77202
C4999,32,Other,Chennai,"['Home Decor', 'Fashion']","['Cushions', 'T-shirt']",Frequent Buyer,1735.54,No,Spring,,71634
C5000,34,Female,Bangalore,"['Beauty', 'Fashion']","['Lipstick', 'T-shirt']",Frequent Buyer,4061.05,Yes,Autumn,,69625
C5001,48,Male,Mumbai,"['Fashion', 'Beauty', 'Electronics']","['Jacket', 'Moisturizer', 'Smartwatch']",New Visitor,3006.84,No,Winter,,61788
C5002,27,Other,Bangalore,"['Home Decor', 'Fashion']","['Wall Art', 'Shoes']",Frequent Buyer,3638.76,Yes,Autumn,,53185
C5003,59,Other,Bangalore,['Books'],['Comics'],Occasional Shopper,2630.34,No,Winter,,41335
C5004,42,Male,Delhi,"['Beauty', 'Fashion', 'Books']","['Lipstick', 'Jacket', 'Fiction']",New Visitor,4159.14,No,Autumn,,63975
C5005,46,Other,Bangalore,['Beauty'],['Lipstick'],Occasional Shopper,2027.98,No,Winter,,63733
C5006,29,Male,Chennai,"['Fitness', 'Fashion', 'Electronics']","['Dumbbells', 'Shoes', 'Smartwatch']",New Visitor,663.15,No,Summer,,25667
C5007,57,Other,Kolkata,"['Books', 'Fitness', 'Beauty']","['Biography', 'Dumbbells', 'Foundation']",New Visitor,624.65,No,Summer,,30372
C5008,46,Male,Chennai,"['Fitness', 'Home Decor', 'Books']","['Resistance Bands', 'Curtains', 'Non-fiction']",New Visitor,3951.44,No,Summer,,61820
C5009,36,Male,Bangalore,"['Beauty', 'Fashion']","['Moisturizer', 'Jacket']",Frequent Buyer,3022.02,Yes,Winter,,82157
C5010,23,Female,Bangalore,"['Home Decor', 'Fashion', 'Beauty']","['Cushions', 'T-shirt', 'Perfume']",Occasional Shopper,1716.58,No,Winter,,45010
C5011,34,Female,Delhi,"['Home Decor', 'Fashion']","['Curtains', 'Jacket']",Occasional Shopper,4786.25,Yes,Summer,,65983
C5012,19,Male,Mumbai,"['Fashion', 'Home Decor', 'Books']","['Shoes', 'Curtains', 'Biography']",Occasional Shopper,3108.34,Yes,Spring,,23290
C5013,46,Female,Chennai,['Books'],['Biography'],New Visitor,4684.73,Yes,Autumn,,71902
C5014,57,Male,Delhi,"['Home Decor', 'Fitness', 'Beauty']","['Wall Art', 'Treadmill', 'Foundation']",Frequent Buyer,1837.51,Yes,Autumn,,36739
C5015,36,Female,Chennai,"['Home Decor', 'Fitness']","['Cushions', 'Resistance Bands']",Occasional Shopper,738.02,Yes,Winter,,58084
C5016,42,Male,Bangalore,['Fashion'],['Jacket'],Frequent Buyer,4843.1,Yes,Winter,,77844
C5017,40,Female,Chennai,"['Fitness', 'Electronics']","['Yoga Mat', 'Smartphone']",Frequent Buyer,1759.71,No,Winter,,75894
C5018,33,Female,Chennai,"['Electronics', 'Beauty']","['Smartphone', 'Perfume']",New Visitor,3243.72,Yes,Summer,,69838
C5019,50,Other,Bangalore,['Beauty'],['Perfume'],Frequent Buyer,3480.27,Yes,Winter,,62506
C5020,37,Female,Delhi,['Fitness'],['Yoga Mat'],Occasional Shopper,1874.22,Yes,Summer,,91924
C5021,34,Other,Bangalore,"['Fitness', 'Electronics']","['Yoga Mat', 'Smartphone']",Occasional Shopper,3516.69,No,Summer,,60763
C5022,32,Other,Kolkata,['Beauty'],['Moisturizer'],Occasional Shopper,1150.71,Yes,Summer,,46968
C5023,35,Female,Kolkata,['Books'],['Biography'],New Visitor,4176.75,Yes,Summer,,90189
C5024,38,Female,Bangalore,"['Electronics', 'Fashion']","['Smartwatch', 'Jacket']",New Visitor,4417.01,Yes,Summer,,73729
C5025,18,Other,Kolkata,['Books'],['Comics'],Occasional Shopper,960.79,No,Spring,,21636
C5026,39,Female,Kolkata,"['Fashion', 'Electronics']","['Jeans', 'Laptop']",Frequent Buyer,2169.65,No,Summer,,62529
C5027,28,Male,Bangalore,"['Books', 'Beauty', 'Fashion']","['Comics', 'Lipstick', 'T-shirt']",Frequent Buyer,4981.29,No,Winter,,55772
C5028,19,Female,Delhi,"['Fitness', 'Books']","['Resistance Bands', 'Comics']",Occasional Shopper,3595.12,Yes,Spring,,35088
C5029,22,Female,Bangalore,['Electronics'],['Laptop'],Frequent Buyer,4499.6,Yes,Spring,,60681
C5030,26,Other,Mumbai,"['Beauty', 'Fitness', 'Fashion']","['Lipstick', 'Treadmill', 'Shoes']",Frequent Buyer,1120.96,No,Winter,,49586
C5031,38,Male,Kolkata,['Fashion'],['Jeans'],Occasional Shopper,1156.97,No,Summer,,51809
C5032,22,Female,Chennai,"['Books', 'Home Decor']","['Biography', 'Wall Art']",Frequent Buyer,3385.25,Yes,Summer,,41585
C5033,33,Male,Delhi,['Electronics'],['Smartphone'],Occasional Shopper,3954.82,No,Autumn,,45514
C5034,34,Female,Bangalore,"['Fashion', 'Fitness']","['Jeans', 'Treadmill']",New Visitor,4195.38,No,Winter,,70864
C5035,52,Female,Mumbai,"['Books', 'Beauty', 'Electronics']","['Biography', 'Lipstick', 'Laptop']",New Visitor,1277.36,No,Winter,,60716
C5036,24,Male,Delhi,['Electronics'],['Smartphone'],Occasional Shopper,2632.1,Yes,Spring,,52226
C5037,47,Male,Mumbai,['Fashion'],['Jeans'],Occasional Shopper,2433.83,No,Spring,,57974
C5038,44,Female,Bangalore,"['Electronics', 'Fitness']","['Headphones', 'Resistance Bands']",New Visitor,2782.15,No,Spring,,72945
C5039,47,Female,Chennai,"['Books', 'Fitness']","['Non-fiction', 'Resistance Bands']",Occasional Shopper,4804.12,No,Winter,,62803
C5040,43,Female,Bangalore,['Home Decor'],['Lamp'],Occasional Shopper,775.16,Yes,Summer,,65322
C5041,37,Male,Bangalore,"['Fashion', 'Beauty']","['Jacket', 'Foundation']",Frequent Buyer,1880.27,No,Summer,,77352
C5042,34,Male,Delhi,"['Electronics', 'Fashion']","['Smartphone', 'Jacket']",Frequent Buyer,2973.61,No,Winter,,56478
C5043,52,Other,Bangalore,['Fitness'],['Treadmill'],Occasional Shopper,3313.98,Yes,Summer,,64528
C5044,28,Other,Mumbai,"['Books', 'Electronics', 'Beauty']","['Comics', 'Laptop', 'Lipstick']",New Visitor,4580.11,Yes,Summer,,64551
C5045,33,Male,Delhi,"['Fashion', 'Electronics']","['Jacket', 'Smartphone']",Occasional Shopper,2461.53,Yes,Spring,,67336
C5046,51,Male,Chennai,['Fitness'],['Yoga Mat'],Frequent Buyer,4130.65,No,Autumn,,72585
C5047,29,Female,Kolkata,"['Fashion', 'Home Decor']","['Jacket', 'Curtains']",New Visitor,2196.6,Yes,Winter,,69053
C5048,47,Female,Bangalore,['Fashion'],['Jacket'],Frequent Buyer,2101.23,Yes,Winter,,57636
C5049,22,Female,Bangalore,"['Fashion', 'Books']","['Jacket', 'Fiction']",New Visitor,4405.37,No,Winter,,57010
C5050,24,Female,Mumbai,['Fashion'],['Jeans'],Frequent Buyer,4719.88,No,Autumn,,49600
C5051,54,Female,Kolkata,"['Electronics', 'Fitness']","['Headphones', 'Treadmill']",Frequent Buyer,3405.22,Yes,Summer,,62781
C5052,60,Other,Chennai,"['Home Decor', 'Electronics']","['Wall Art', 'Headphones']",Frequent Buyer,4008.04,Yes,Autumn,,45130
C5053,30,Female,Kolkata,"['Fashion', 'Electronics', 'Books']","['Shoes', 'Headphones', 'Comics']",Frequent Buyer,872.02,Yes,Autumn,,64923
C5054,38,Male,Bangalore,['Beauty'],['Foundation'],Occasional Shopper,1029.78,Yes,Summer,,55184
C5055,57,Female,Delhi,"['Fitness', 'Home Decor']","['Treadmill', 'Wall Art']",Frequent Buyer,3935.89,No,Winter,,44821
C5056,59,Male,Delhi,"['Beauty', 'Books', 'Fitness']","['Foundation', 'Comics', 'Dumbbells']",Frequent Buyer,2251.53,Yes,Summer,,45679
C5057,36,Female,Kolkata,['Beauty'],['Lipstick'],Occasional Shopper,3266.1,No,Autumn,,81381
C5058,42,Female,Bangalore,['Fashion'],['T-shirt'],Frequent Buyer,1129.78,No,Summer,,74755
C5059,46,Female,Delhi,"['Fitness', 'Fashion']","['Treadmill', 'Jacket']",New Visitor,723.13,No,Spring,,51101
C5060,33,Female,Delhi,"['Beauty', 'Home Decor', 'Electronics']","['Moisturizer', 'Curtains', 'Smartphone']",New Visitor,4474.66,No,Winter,,91082
C5061,36,Female,Bangalore,"['Home Decor', 'Fashion', 'Beauty']","['Lamp', 'Jeans', 'Lipstick']",Occasional Shopper,2490.02,Yes,Summer,,75401
C5062,39,Female,Chennai,"['Electronics', 'Home Decor', 'Books']","['Laptop', 'Cushions', 'Biography']",Frequent Buyer,766.63,Yes,Winter,,54711
C5063,18,Male,Delhi,['Beauty'],['Foundation'],Occasional Shopper,807.95,Yes,Spring,,23486
C5064,52,Other,Delhi,['Electronics'],['Smartwatch'],Occasional Shopper,2502.12,Yes,Spring,,49629
C5065,32,Other,Delhi,['Electronics'],['Smartwatch'],Occasional Shopper,1706.33,No,Winter,,61374
C5066,18,Male,Chennai,"['Fitness', 'Home Decor']","['Dumbbells', 'Lamp']",Frequent Buyer,1465.77,No,Spring,,24405
C5067,40,Other,Kolkata,"['Home Decor', 'Electronics', 'Beauty']","['Curtains', 'Laptop', 'Foundation']",Frequent Buyer,1243.62,Yes,Winter,,69086
C5068,60,Other,Chennai,"['Fitness', 'Beauty', 'Home Decor']","['Treadmill', 'Lipstick', 'Cushions']",New Visitor,1321.98,No,Spring,,28064
C5069,33,Other,Kolkata,"['Fashion', 'Books', 'Fitness']","['T-shirt', 'Comics', 'Dumbbells']",Occasional Shopper,797.03,No,Summer,,73522
C5070,57,Female,Delhi,"['Books', 'Home Decor', 'Fashion']","['Fiction', 'Cushions', 'T-shirt']",New Visitor,999.34,Yes,Spring,,37640
C5071,27,Male,Bangalore,"['Home Decor', 'Beauty', 'Books']","['Curtains', 'Moisturizer', 'Fiction']",New Visitor,2513.18,No,Winter,,43911
C5072,40,Male,Bangalore,"['Beauty', 'Fashion', 'Home Decor']","['Perfume', 'Jeans', 'Wall Art']",Frequent Buyer,2959.04,No,Autumn,,57483
C5073,49,Male,Bangalore,"['Beauty', 'Electronics', 'Books']","['Moisturizer', 'Smartphone', 'Non-fiction']",Occasional Shopper,4789.2,Yes,Summer,,67790
C5074,59,Female,Kolkata,['Beauty'],['Perfume'],Occasional Shopper,4617.2,No,Spring,,41578
C5075,33,Female,Kolkata,"['Fashion', 'Electronics', 'Fitness']","['T-shirt', 'Headphones', 'Yoga Mat']",New Visitor,4802.74,No,Winter,,84931
C5076,20,Other,Chennai,['Home Decor'],['Cushions'],Occasional Shopper,2979.87,Yes,Spring,,25877
C5077,42,Female,Kolkata,"['Books', 'Beauty']","['Fiction', 'Moisturizer']",Occasional Shopper,3909.61,No,Summer,,55371
C5078,52,Male,Kolkata,"['Beauty', 'Electronics', 'Fitness']","['Moisturizer', 'Smartwatch', 'Dumbbells']",Frequent Buyer,2148.44,Yes,Autumn,,53490
C5079,44,Male,Delhi,"['Fitness', 'Beauty', 'Home Decor']","['Dumbbells', 'Perfume', 'Curtains']",Frequent Buyer,2323.5,Yes,Autumn,,67647
C5080,46,Female,Mumbai,"['Fitness', 'Fashion']","['Yoga Mat', 'Jacket']",Occasional Shopper,1776.62,No,Winter,,62924
C5081,32,Male,Mumbai,"['Books', 'Electronics', 'Home Decor']","['Comics', 'Smartwatch', 'Cushions']",Frequent Buyer,3616.29,No,Autumn,,69259
C5082,44,Other,Mumbai,"['Books', 'Home Decor']","['Biography', 'Wall Art']",Frequent Buyer,741.0,Yes,Autumn,,78844
C5083,32,Male,Chennai,['Fitness'],['Dumbbells'],New Visitor,1065.36,No,Spring,,46081
C5084,42,Male,Mumbai,"['Fashion', 'Fitness', 'Home Decor']","['Jacket', 'Treadmill', 'Lamp']",New Visitor,4680.56,Yes,Autumn,,99423
C5085,42,Other,Chennai,"['Beauty', 'Fitness']","['Lipstick', 'Dumbbells']",New Visitor,682.23,No,Autumn,,60968
C5086,28,Female,Delhi,"['Electronics', 'Fashion']","['Smartwatch', 'T-shirt']",Frequent Buyer,2429.89,Yes,Winter,,55436
C5087,36,Female,Bangalore,['Books'],['Non-fiction'],Frequent Buyer,3547.54,Yes,Spring,,78587
C5088,55,Female,Bangalore,"['Fashion', 'Beauty']","['T-shirt', 'Moisturizer']",New Visitor,1674.18,No,Winter,,62296
C5089,60,Other,Mumbai,"['Beauty', 'Fashion', 'Electronics']","['Moisturizer', 'Jeans', 'Laptop']",New Visitor,2217.28,Yes,Spring,,34703
C5090,27,Other,Chennai,['Home Decor'],['Curtains'],Occasional Shopper,1621.96,Yes,Summer,,38405
C5091,46,Male,Mumbai,"['Beauty', 'Books', 'Fashion']","['Foundation', 'Comics', 'Jacket']",Frequent Buyer,777.43,No,Autumn,,64555
C5092,55,Other,Bangalore,"['Electronics', 'Fashion']","['Smartphone', 'Jeans']",Occasional Shopper,3430.6,No,Spring,,59634
C5093,50,Female,Delhi,['Fitness'],['Resistance Bands'],New Visitor,2024.48,Yes,Summer,,59055
C5094,28,Male,Mumbai,"['Beauty', 'Fashion']","['Moisturizer', 'T-shirt']",Frequent Buyer,1735.77,Yes,Autumn,,55320
C5095,30,Female,Chennai,"['Fitness', 'Books']","['Treadmill', 'Comics']",Occasional Shopper,1539.22,No,Summer,,56135
C5096,51,Other,Mumbai,"['Electronics', 'Beauty', 'Fitness']","['Smartwatch', 'Moisturizer', 'Treadmill']",Occasional Shopper,1541.81,No,Summer,,59563
C5097,57,Other,Delhi,"['Electronics', 'Books', 'Fashion']","['Laptop', 'Fiction', 'Shoes']",Occasional Shopper,4813.38,Yes,Spring,,42028
C5098,59,Male,Kolkata,['Books'],['Biography'],Frequent Buyer,2274.07,No,Spring,,36786
C5099,42,Other,Mumbai,"['Beauty', 'Electronics', 'Home Decor']","['Perfume', 'Smartphone', 'Curtains']",Occasional Shopper,4955.26,No,Autumn,,85371
C5100,48,Other,Delhi,"['Books', 'Beauty']","['Comics', 'Lipstick']",Frequent Buyer,4294.26,Yes,Winter,,52349
C5101,49,Male,Bangalore,"['Home Decor', 'Fashion', 'Fitness']","['Cushions', 'Shoes', 'Resistance Bands']",New Visitor,4179.49,No,Summer,,58912
C5102,34,Male,Bangalore,"['Home Decor', 'Books', 'Electronics']","['Lamp', 'Biography', 'Headphones']",Occasional Shopper,2326.16,Yes,Spring,,85762
C5103,51,Other,Delhi,['Beauty'],['Perfume'],Frequent Buyer,690.39,No,Summer,,57848
C5104,49,Other,Kolkata,"['Home Decor', 'Beauty', 'Books']","['Wall Art', 'Perfume', 'Biography']",New Visitor,3325.96,No,Winter,,62485
C5105,59,Other,Bangalore,"['Home Decor', 'Electronics']","['Curtains', 'Smartwatch']",New Visitor,1617.39,Yes,Spring,,36856
C5106,37,Male,Kolkata,['Fitness'],['Treadmill'],New Visitor,4053.11,No,Autumn,,76703
C5107,43,Other,Mumbai,"['Fashion', 'Books', 'Home Decor']","['Jacket', 'Fiction', 'Curtains']",Frequent Buyer,2447.81,No,Winter,,86337
C5108,20,Male,Chennai,['Electronics'],['Smartwatch'],New Visitor,2370.79,No,Autumn,,25363
C5109,53,Male,Mumbai,"['Electronics', 'Fitness']","['Headphones', 'Treadmill']",Frequent Buyer,4025.16,No,Winter,,66517
C5110,36,Male,Delhi,"['Electronics', 'Fitness', 'Home Decor']","['Smartwatch', 'Dumbbells', 'Wall Art']",Occasional Shopper,4685.17,No,Spring,,97673
C5111,53,Female,Delhi,['Fitness'],['Treadmill'],Occasional Shopper,4172.57,No,Autumn,,57339
C5112,29,Other,Kolkata,"['Electronics', 'Fitness', 'Books']","['Headphones', 'Treadmill', 'Non-fiction']",Occasional Shopper,2103.78,No,Winter,,59506
C5113,23,Male,Chennai,"['Home Decor', 'Electronics']","['Curtains', 'Headphones']",Frequent Buyer,4391.48,Yes,Summer,,41772
C5114,21,Female,Kolkata,['Fashion'],['T-shirt'],New Visitor,1342.57,No,Summer,,30331
C5115,51,Other,Kolkata,['Books'],['Biography'],New Visitor,4634.05,Yes,Autumn,,64030
C5116,53,Female,Mumbai,"['Home Decor', 'Beauty', 'Electronics']","['Wall Art', 'Lipstick', 'Smartwatch']",Occasional Shopper,3657.43,Yes,Summer,,60435
C5117,34,Other,Bangalore,"['Fitness', 'Beauty']","['Dumbbells', 'Moisturizer']",Frequent Buyer,4266.01,No,Winter,,58043
C5118,30,Other,Bangalore,"['Beauty', 'Electronics']","['Moisturizer', 'Smartwatch']",New Visitor,4963.11,No,Winter,,77836
C5119,34,Male,Chennai,['Fashion'],['Jacket'],New Visitor,2776.62,No,Autumn,,62089
C5120,37,Male,Kolkata,"['Fitness', 'Home Decor', 'Beauty']","['Yoga Mat', 'Curtains', 'Moisturizer']",New Visitor,3532.41,Yes,Autumn,,70565
C5121,43,Female,Delhi,"['Books', 'Fashion', 'Home Decor']","['Non-fiction', 'T-shirt', 'Lamp']",Occasional Shopper,1995.66,No,Winter,,68047
C5122,19,Other,Chennai,"['Home Decor', 'Beauty']","['Curtains', 'Moisturizer']",Frequent Buyer,4568.12,Yes,Autumn,,34593
C5123,46,Female,Chennai,"['Beauty', 'Fitness', 'Home Decor']","['Foundation', 'Resistance Bands', 'Cushions']",Frequent Buyer,4353.03,Yes,Winter,,70542
C5124,23,Male,Kolkata,['Books'],['Comics'],New Visitor,3272.09,No,Autumn,,52623
C5125,30,Other,Delhi,['Electronics'],['Laptop'],New Visitor,4900.45,Yes,Spring,,69546
C5126,32,Female,Mumbai,['Fashion'],['Jeans'],Occasional Shopper,4942.79,Yes,Autumn,,72897
C5127,40,Male,Kolkata,"['Home Decor', 'Books', 'Fitness']","['Lamp', 'Fiction', 'Yoga Mat']",Occasional Shopper,3049.58,No,Summer,,95448
C5128,32,Female,Kolkata,"['Fitness', 'Fashion']","['Dumbbells', 'Jacket']",Frequent Buyer,1887.89,No,Winter,,61141
C5129,24,Female,Delhi,"['Fashion', 'Fitness', 'Home Decor']","['Shoes', 'Resistance Bands', 'Curtains']",New Visitor,1843.35,No,Autumn,,57062
C5130,42,Other,Chennai,"['Books', 'Fashion']","['Biography', 'Shoes']",New Visitor,4206.1,Yes,Autumn,,77767
C5131,40,Female,Bangalore,"['Fashion', 'Home Decor', 'Beauty']","['Jeans', 'Cushions', 'Foundation']",Frequent Buyer,1470.4,No,Spring,,67295
C5132,18,Other,Kolkata,"['Electronics', 'Books']","['Smartphone', 'Fiction']",Frequent Buyer,3561.11,Yes,Winter,,32405
C5133,47,Other,Delhi,"['Fashion', 'Beauty', 'Electronics']","['Shoes', 'Moisturizer', 'Smartphone']",Occasional Shopper,4243.41,No,Autumn,,80565
C5134,18,Other,Chennai,"['Books', 'Fashion']","['Fiction', 'Jacket']",Occasional Shopper,2021.24,No,Winter,,24429
C5135,46,Male,Kolkata,"['Home Decor', 'Fitness', 'Beauty']","['Cushions', 'Treadmill', 'Foundation']",Occasional Shopper,2315.99,Yes,Autumn,,56275
C5136,22,Female,Chennai,"['Fitness', 'Home Decor']","['Yoga Mat', 'Wall Art']",Frequent Buyer,1046.25,Yes,Spring,,41724
C5137,46,Other,Kolkata,['Electronics'],['Smartwatch'],Occasional Shopper,3311.31,Yes,Winter,,67228
C5138,21,Male,Bangalore,"['Home Decor', 'Beauty']","['Lamp', 'Perfume']",New Visitor,3115.81,Yes,Winter,,31652
C5139,43,Female,Bangalore,['Fashion'],['Shoes'],Frequent Buyer,2506.62,No,Autumn,,72078
C5140,56,Female,Mumbai,['Electronics'],['Smartphone'],Occasional Shopper,3896.32,Yes,Winter,,47867
C5141,44,Male,Mumbai,['Books'],['Fiction'],Frequent Buyer,3680.43,No,Summer,,96772
C5142,32,Other,Mumbai,"['Fitness', 'Books', 'Beauty']","['Dumbbells', 'Biography', 'Lipstick']",Frequent Buyer,544.86,No,Summer,,65550
C5143,56,Male,Chennai,"['Fitness', 'Electronics']","['Yoga Mat', 'Smartphone']",New Visitor,991.4,No,Summer,,36726
C5144,51,Male,Kolkata,"['Beauty', 'Home Decor', 'Fashion']","['Perfume', 'Cushions', 'Jeans']",New Visitor,3846.74,No,Autumn,,49785
C5145,60,Male,Kolkata,['Beauty'],['Foundation'],New Visitor,3275.34,No,Winter,,24226
C5146,27,Male,Kolkata,"['Books', 'Electronics']","['Comics', 'Smartwatch']",Frequent Buyer,1650.57,No,Autumn,,48767
